GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "37998","North Carolina (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",83.900,82.675,85.493,88.325,89.852,91.042,92.659,92.491,93.932,94.810,95.966,96.221,96.849,103.501,110.502,114.852
 "37999","North Carolina (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",75.811,74.396,77.857,80.238,81.907,83.859,84.073,84.359,84.132,85.100,89.363,89.726,89.517,95.583,102.326,105.941
 "38998","North Dakota (Metropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.085,83.547,84.744,86.556,89.857,91.692,91.639,91.828,93.914,92.804,94.637,98.207,96.978,101.027,103.682,107.700
 "38999","North Dakota (Nonmetropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",70.600,74.203,77.522,80.513,84.555,85.799,88.468,86.130,86.945,84.926,91.457,94.798,95.236,97.148,102.327,105.707
 "39998","Ohio (Metropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",84.432,84.679,85.310,86.730,88.928,90.459,91.476,90.911,92.164,93.359,95.671,97.336,97.108,101.476,107.315,111.718
 "39999","Ohio (Nonmetropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.226,76.473,79.792,80.650,83.548,84.305,85.351,84.579,84.690,85.395,90.799,92.839,91.898,95.661,101.167,105.365
 "40998","Oklahoma (Metropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",82.329,81.287,84.444,86.933,88.986,90.195,91.764,91.470,92.806,93.871,93.190,94.418,95.989,100.009,105.184,108.556
 "40999","Oklahoma (Nonmetropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.772,73.267,76.828,79.146,80.485,82.289,83.581,83.280,83.502,84.381,87.591,87.882,88.784,92.967,98.154,101.018
 "41998","Oregon (Metropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",87.652,90.096,90.697,93.507,96.921,97.055,97.840,99.287,98.744,102.401,107.752,108.399,109.133,113.376,125.019,127.222
 "41999","Oregon (Nonmetropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.489,83.992,85.576,87.666,88.394,89.682,91.397,93.182,92.683,95.968,101.306,101.889,101.571,106.319,116.551,119.918
 "42998","Pennsylvania (Metropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",89.145,89.367,90.524,92.206,93.476,94.391,95.180,96.218,96.862,99.919,100.966,102.311,103.085,105.473,112.613,118.577
 "42999","Pennsylvania (Nonmetropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",82.535,81.430,82.112,84.405,85.666,87.861,87.971,89.587,89.424,91.546,92.429,92.931,93.783,97.353,102.380,106.894
 "44998","Rhode Island (Metropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",92.607,92.739,92.424,94.014,94.472,97.256,97.545,99.416,99.980,102.476,104.166,106.000,106.490,111.311,121.215,122.192
 "44999","Rhode Island (Nonmetropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "45998","South Carolina (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",82.988,82.137,84.827,87.659,89.531,90.310,91.611,92.196,93.336,94.125,95.008,95.867,96.016,103.098,109.496,113.513
 "45999","South Carolina (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",76.292,74.086,77.986,79.632,80.576,83.154,83.619,81.575,83.461,84.488,88.316,86.644,88.552,94.563,100.278,103.219
 "46998","South Dakota (Metropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",83.159,82.054,85.678,84.968,89.179,89.916,90.905,89.567,90.838,90.778,95.953,97.795,98.335,101.056,104.749,108.617
 "46999","South Dakota (Nonmetropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",70.173,72.171,76.287,78.070,82.146,83.610,83.376,82.273,81.492,84.235,90.606,92.511,93.024,94.960,99.210,103.305
 "47998","Tennessee (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",83.363,82.271,85.201,87.989,90.075,90.725,91.857,91.943,94.201,95.108,92.740,95.839,96.189,100.097,108.284,113.517
 "47999","Tennessee (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",75.205,73.414,77.101,78.997,81.312,82.314,83.143,83.541,84.079,84.763,86.299,88.563,88.125,92.787,98.853,102.412
 "48998","Texas (Metropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",87.588,87.320,89.462,91.052,93.411,94.989,96.569,96.665,97.383,98.475,100.681,102.937,104.372,108.177,114.149,118.316
 "48999","Texas (Nonmetropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",77.496,75.269,79.318,81.026,83.337,84.706,86.595,85.994,86.600,87.332,91.056,92.950,93.982,97.981,103.300,104.987
 "49998","Utah (Metropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",86.740,89.462,88.948,93.532,95.179,95.193,96.014,95.239,95.793,99.227,98.693,101.826,100.483,103.777,110.427,115.256
 "49999","Utah (Nonmetropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",84.514,85.469,82.359,86.322,85.394,88.480,88.205,93.255,92.432,94.515,91.832,91.754,93.114,97.229,104.628,108.132
 "50998","Vermont (Metropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",92.086,93.349,92.548,94.726,97.155,99.032,96.747,100.229,100.502,103.752,104.259,108.213,109.931,111.716,123.326,120.539
 "50999","Vermont (Nonmetropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",88.816,88.932,88.819,90.676,93.163,94.708,94.355,95.857,94.346,98.396,101.184,100.098,105.122,105.195,113.858,114.042
 "51998","Virginia (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",93.921,93.047,95.588,97.791,98.625,101.036,102.286,102.683,102.946,103.007,105.715,105.195,107.380,113.239,120.310,123.034
 "51999","Virginia (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",76.915,75.869,78.907,80.858,82.846,83.967,85.649,85.489,85.235,86.128,90.035,89.236,90.642,95.929,101.911,106.290
 "53998","Washington (Metropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",93.731,93.671,93.553,96.438,97.686,98.783,101.632,102.220,104.528,108.461,110.077,112.836,113.959,119.745,128.740,132.007
 "53999","Washington (Nonmetropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",87.806,86.782,86.299,89.325,89.407,91.446,93.212,94.453,95.355,97.117,101.158,100.762,101.362,105.734,117.198,118.095
 "54998","West Virginia (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",79.954,78.794,82.118,84.999,86.509,88.019,88.960,90.200,91.004,90.854,92.776,93.195,93.323,101.004,105.203,109.627
 "54999","West Virginia (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.970,73.844,77.352,79.039,80.418,83.210,83.933,84.097,83.050,85.692,88.173,88.517,87.605,95.040,100.145,105.144
 "55998","Wisconsin (Metropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",86.460,86.445,87.581,88.684,90.849,91.972,93.126,93.008,94.225,96.335,97.299,99.313,98.608,103.209,108.898,113.855
 "55999","Wisconsin (Nonmetropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.862,76.871,81.151,82.484,84.499,84.232,85.448,84.552,84.300,85.694,91.717,93.356,92.111,97.039,102.548,107.245
 "56998","Wyoming (Metropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",83.863,87.477,87.061,92.048,93.809,94.457,96.172,93.276,96.071,98.426,96.343,98.443,96.701,100.543,108.285,109.999
 "56999","Wyoming (Nonmetropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.453,85.386,86.200,90.052,89.974,92.752,94.019,94.793,96.070,96.686,93.372,96.981,95.842,99.432,105.839,109.234
"Note: See the included footnote file."
"PAIRPD: Implicit regional price deflators by portion "
"Last updated: December 12, 2024-- new statistics for 2023; revised statistics for 2019-2022."
"U.S. Bureau of Economic Analysis"
