GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "22000","Louisiana",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",67.740,71.036,71.454,72.038,73.117,72.153,73.137,71.513,72.915,70.993,69.190,70.841,67.998,66.800,66.885,65.091
 "23000","Maine",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",84.759,86.011,88.103,84.913,87.312,89.818,70.451,77.047,83.783,79.201,83.831,71.506,80.995,80.932,83.491,80.445
 "24000","Maryland",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",132.404,134.588,133.427,135.454,133.635,137.392,136.300,131.504,128.755,127.739,128.337,128.300,128.122,124.171,122.984,119.879
 "25000","Massachusetts",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",126.539,130.262,129.096,128.619,129.316,129.124,129.892,130.004,130.539,130.601,128.638,130.075,134.739,129.007,128.547,130.130
 "26000","Michigan",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",87.754,85.048,86.793,83.855,83.249,82.705,83.340,80.739,82.393,80.999,80.702,81.968,80.668,80.682,80.835,78.886
 "27000","Minnesota",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",97.608,95.863,92.954,92.594,94.809,94.856,93.046,97.248,95.287,95.366,95.447,97.472,90.649,93.079,97.295,90.622
 "28000","Mississippi",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",59.335,58.121,59.997,60.393,59.843,59.593,59.130,58.588,59.116,59.061,56.682,55.388,55.313,56.145,56.789,54.899
 "29000","Missouri",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",73.202,72.374,74.480,74.600,73.626,75.049,73.341,73.226,72.325,70.611,70.366,70.920,70.271,70.065,69.253,70.433
 "30000","Montana",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",69.432,67.882,69.864,73.075,72.343,71.850,81.225,73.851,73.096,70.525,76.582,79.512,75.671,79.290,74.324,76.743
 "31000","Nebraska",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",71.589,71.492,74.573,75.892,75.524,73.541,73.401,75.410,74.315,72.488,73.199,72.715,76.410,75.610,73.340,74.313
 "32000","Nevada",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",119.281,111.316,108.023,106.698,104.103,101.800,97.810,98.741,97.795,100.174,102.573,105.624,105.892,107.870,111.729,113.327
 "33000","New Hampshire",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",118.502,122.727,123.218,119.450,121.429,123.594,115.327,119.650,112.568,119.649,108.633,110.727,115.816,107.015,121.469,114.615
